0.501,1.001,33,34,0.9705882352941176
1.0019999999999998,1.5019999999999998,11,15,0.7333333333333333
1.5029999999999997,2.0029999999999997,7,9,0.7777777777777778
2.0039999999999996,2.5039999999999996,8,10,0.8
2.5049999999999994,3.0049999999999994,5,10,0.5
3.0059999999999993,3.5059999999999993,10,11,0.9090909090909091
3.5069999999999992,4.007,11,16,0.6875
4.008,4.508,2,20,0.1
4.509,5.009,2,54,0.037037037037037035
5.010000000000001,5.510000000000001,2,3,0.6666666666666666
5.511000000000001,5.512000000000001,1,1,1.0
5.513000000000002,5.514000000000002,1,63,0.015873015873015872
