2024-07-11 15:28:43,2024-07-11 15:28:43,1,1,1.0
2024-07-11 19:11:24,2024-07-12 01:52:35,7,7,1.0
2024-07-12 03:41:50,2024-07-12 10:33:51,6,6,1.0
2024-07-12 13:34:00,2024-07-12 21:28:35,5,5,1.0
2024-07-12 23:01:09,2024-07-13 02:16:19,5,5,1.0
2024-07-13 07:54:07,2024-07-13 13:42:44,6,6,1.0
2024-07-13 22:15:41,2024-07-14 05:15:12,6,6,1.0
2024-07-14 09:20:24,2024-07-14 16:47:27,4,4,1.0
2024-07-14 19:09:14,2024-07-14 23:09:27,3,3,1.0
2024-07-15 04:03:52,2024-07-15 07:32:22,4,4,1.0
2024-07-16 00:01:33,2024-07-16 06:42:43,7,7,1.0
2024-07-16 08:03:37,2024-07-16 12:31:21,4,4,1.0
2024-07-16 19:07:31,2024-07-17 02:08:43,3,3,1.0
2024-07-17 04:04:39,2024-07-17 08:59:54,5,5,1.0
2024-07-17 12:10:57,2024-07-17 14:27:44,4,4,1.0
2024-07-17 18:18:16,2024-07-17 18:18:16,1,1,1.0
2024-07-18 02:50:22,2024-07-18 10:39:56,6,6,1.0
2024-07-18 12:58:23,2024-07-18 20:41:17,8,8,1.0
2024-07-18 21:36:19,2024-07-19 03:58:19,2,2,1.0
2024-07-19 06:19:16,2024-07-19 11:32:02,7,7,1.0
2024-07-19 16:30:37,2024-07-19 23:26:49,4,4,1.0
2024-07-20 06:22:10,2024-07-20 13:52:33,5,5,1.0
2024-07-20 15:50:59,2024-07-20 22:16:18,8,8,1.0
2024-07-21 00:33:55,2024-07-21 08:31:50,3,3,1.0
2024-07-21 09:59:24,2024-07-21 13:11:14,5,5,1.0
2024-07-21 18:22:20,2024-07-21 23:06:44,7,7,1.0
2024-07-22 03:22:48,2024-07-22 08:07:12,5,5,1.0
2024-07-22 21:07:52,2024-07-23 01:19:45,2,2,1.0
